,Main Category,Child Category,GrandChild Category,Prompt,Translate
472,Design_Styles,Art Styles,,Lo-fi,松散型
473,Design_Styles,Art Styles,,Bauhaus Style,包豪斯风格
474,Design_Styles,Art Styles,,Warhol,沃霍尔
475,Design_Styles,Art Styles,,Fauvism,浮士德主义
476,Design_Styles,Art Styles,,Transautomatism,医学研究
477,Design_Styles,Art Styles,,Cloisonnism,分区
478,Design_Styles,Art Styles,,Orphism,奥菲斯主义
479,Design_Styles,Art Styles,,Vorticism,涡流主义
480,Design_Styles,Art Styles,,Eccentrism,偏心主义
481,Design_Styles,Art Styles,,Rayonism,雷恩主义
482,Design_Styles,Art Styles,,Spectralism,光谱主义
483,Design_Styles,Art Styles,,Muralism,壁画主义
484,Design_Styles,Art Styles,,Spatialism,空间主义
485,Design_Styles,Art Styles,,Precisionism,精密主义
486,Design_Styles,Art Styles,,Regionalism,地区主义
487,Design_Styles,Art Styles,,Academicism,学术主义
488,Design_Styles,Art Styles,,Miserablism,怜悯主义
489,Design_Styles,Art Styles,,Synchronism,同步性
490,Design_Styles,Art Styles,,Romanticism,浪漫主义
491,Design_Styles,Art Styles,,Positivism,实证主义
492,Design_Styles,Art Styles,,Pictorialism,画报主义
493,Design_Styles,Art Styles,,Tubism,管氏症
494,Design_Styles,Art Styles,,Naturalism,自然主义
495,Design_Styles,Art Styles,,Verism,虚心求教
496,Design_Styles,Art Styles,,Divisionism,分裂主义
497,Design_Styles,Art Styles,,Nuagisme,努阿基斯梅
498,Design_Styles,Art Styles,,Sumatraism,苏门答腊主义
499,Design_Styles,Art Styles,,Anachronism,现代化
500,Design_Styles,Art Styles,,Synthetism,合成主义
501,Design_Styles,Art Styles,,Tonalism,调性主义
502,Design_Styles,Art Styles,,Barbouillage,叨叨
503,Design_Styles,Art Styles,,Orientalism,东方主义
504,Design_Styles,Art Styles,,Symbolism,象征意义
505,Design_Styles,Art Styles,,Lettrism,リトリストラップ
506,Design_Styles,Art Styles,,Biedermeier,卑德米耶（Biedermeier
507,Design_Styles,Art Styles,,Purism,纯粹主义
508,Design_Styles,Art Styles,,Intimism,直观主义
509,Design_Styles,Art Styles,,Dau al Set,斗牛士套装
510,Design_Styles,Art Styles,,Art Deco,装饰艺术
511,Design_Styles,Art Styles,,Art Nouveau,新艺术运动
512,Design_Styles,Art Styles,,Award Winning Art,获奖的艺术
513,Design_Styles,Art Styles,,Epic Composition,史诗般的构成
514,Design_Styles,Art Styles,,Drop Art,水滴艺术
515,Design_Styles,Art Styles,,Folk Art,民间艺术
516,Design_Styles,Art Styles,,Postcolonial Art,后殖民主义艺术
517,Design_Styles,Art Styles,,Renaissance,文艺复兴
518,Design_Styles,Art Styles,,Medievalism,中世纪主义
519,Design_Styles,Art Styles,,New Medievalism,新中世纪主义
520,Design_Styles,Art Styles,,Vienna Secession,维也纳分离主义
521,Design_Styles,Art Styles,,Lowbrow,低眉毛
522,Design_Styles,Art Styles,,Figurativism,形象主义
523,Design_Styles,Art Styles,,Dadaism,达达主义
524,Design_Styles,Art Styles,,Multidimensional Art,多维艺术
525,Design_Styles,Art Styles,,Temporary Art,临时艺术
526,Design_Styles,Art Styles,,Op Art,欧普艺术
527,Design_Styles,Art Styles,,Fourier Art,傅里叶型
528,Design_Styles,Art Styles,,Nebulous Art,星云艺术
529,Design_Styles,Art Styles,,Mozarabic Art,莫扎拉比艺术
530,Design_Styles,Art Styles,,Anti,反
531,Design_Styles,Art Styles,,Design,设计
532,Design_Styles,Art Styles,,Compound Design,复合物设计
533,Design_Styles,Art Styles,,Grunge Revival Design,格调复兴设计
534,Design_Styles,Art Styles,,Stuckism,卡住主义
535,Design_Styles,Art Styles,,Tactile Design,触觉设计
536,Design_Styles,Art Styles,,Memphis Style,孟菲斯风格
537,Design_Styles,Art Styles,,Memphis Design,孟菲斯设计
538,Design_Styles,Art Styles,,Garde,伽德
539,Design_Styles,Art Styles,,Transavantgarde,跨国企业
540,Design_Styles,Art Styles,,Frasurbane,愤怒的小鸟
541,Design_Styles,Art Styles,,Neue Sachlichkeit,新的客观性
542,Design_Styles,Art Styles,,Triptych,三联画
543,Design_Styles,Art Styles,,Foreshortening,前端缩短
544,Design_Styles,Art Styles,,Booru,波鲁
545,Design_Styles,Art Styles,,Silhouette,剪影
546,Design_Styles,Art Styles,,Topographic,地形图
547,Design_Styles,Art Styles,,Chiaroscuro,奇奥色彩
548,Design_Styles,Art Styles,,Incoherents,相互影响
549,Design_Styles,Art Styles,,Existential,存在性的
550,Design_Styles,Art Styles,,Brand,品牌
551,Design_Styles,Art Styles,,Contemporary,当代
552,Design_Styles,Art Styles,,Costumbrismo,衣服
553,Design_Styles,Art Styles,,Amate,伴侣
554,Design_Styles,Art Styles,,Wuhtercuhler,紫外线照射
555,Design_Styles,Stylized,,Layered,分层
556,Design_Styles,Stylized,,Photobash,摄谱网
557,Design_Styles,Stylized,,Bubble Design,泡沫设计
558,Design_Styles,Stylized,,Extreme Bubble Design,极端泡沫设计
559,Design_Styles,Stylized,,Liquify,液化
560,Design_Styles,Stylized,,Bling,金光闪闪
561,Design_Styles,Stylized,,Jewel Tones,宝石色调
562,Design_Styles,Stylized,,Blocky,块状的
563,Design_Styles,Stylized,,Lissajous,执行
564,Design_Styles,Stylized,,Interlace,隔行如隔山
565,Design_Styles,Stylized,,Alignment,统一口径
566,Design_Styles,Stylized,,Misalignment,错位
567,Design_Styles,Stylized,,Compression,压缩
568,Design_Styles,Stylized,,Droste Effect,德罗斯特效应
569,Design_Styles,Stylized,,Stabilimentum,稳定剂
570,Design_Styles,Stylized,,Precision,精度
571,Design_Styles,Stylized,,Qubit,Qubit
572,Design_Styles,Stylized,,Oddly Satisfying,奇特的满足感
573,Design_Styles,Other Styles,,Generic,通用型
574,Design_Styles,Other Styles,,Lossy,损失
575,Design_Styles,Other Styles,,Rodilius,Rodilius
576,Design_Styles,Other Styles,,Kerkythea,瑟克提亚(Kerkythea)
577,Design_Styles,Other Styles,,Mottled,斑纹
578,Design_Styles,Other Styles,,Oilify,油化
579,Design_Styles,Other Styles,,Entropy,熵
580,Design_Styles,Other Styles,,Zalgo,泽尔戈
581,Design_Styles,Other Styles,,Liminal,边缘化
582,Design_Styles,Other Styles,,Extreme,极端
583,Design_Styles,Other Styles,,Elite,精英
584,Design_Styles,Other Styles,,Artifact,创作
585,Design_Styles,Other Styles,,Serendipity,偶然性
586,Design_Styles,Other Styles,,Acidic,酸性
587,Design_Styles,Other Styles,,Mucida,Mucida
588,Design_Styles,Other Styles,,Miranda,米兰达
589,Design_Styles,Other Styles,,Psittacinus,鹦鹉
590,Design_Styles,Other Styles,,Tint,色调
591,Design_Styles,Other Styles,,Shade,遮阳板
592,Digital,Rendering Engines,,Octane,辛烷值
593,Digital,Rendering Engines,,Cinema4D,Cinema4D
594,Digital,Rendering Engines,,C4D,C4D
595,Digital,Rendering Engines,,Unreal Engine,虚幻引擎
596,Digital,Rendering Engines,,Unity Engine,Unity引擎
597,Digital,Rendering Engines,,Rendered in Houdini,用Houdini渲染的
598,Digital,Rendering Engines,,Redshift Render,Redshift Render
599,Digital,Rendering Engines,,Blender Render,Blender Render
600,Digital,Rendering Engines,,Cycles Render,Cycles Render
601,Digital,Rendering Engines,,Povray,波夫雷
602,Digital,Rendering Engines,,Vray,Vray
603,Digital,Rendering Engines,,CryEngine,CryEngine
604,Digital,Rendering Engines,,LuxCoreRender,LuxCoreRender
605,Digital,Rendering Engines,,Silicon Render,硅树脂渲染
606,Digital,Rendering Engines,,Raylectron,睿科公司
607,Digital,Rendering Engines,,Zbrush,Zbrush
608,Digital,Rendering Engines,,Sketchfab,绘画作品
609,Digital,Rendering Engines,,OpenGL,OpenGL
610,Digital,Rendering Engines,,Autodesk 3ds Max,Autodesk 3ds Max
611,Digital,Rendering Engines,,SketchUp,SketchUp
612,Digital,Rendering Engines,,Terragen,特拉根
613,Digital,Resolution,,4k,4k
614,Digital,Resolution,,8k,8k
615,Digital,Resolution,,16k,16k
616,Digital,Resolution,,32k,32k
617,Digital,Resolution,,Resolution,决议
618,Digital,Resolution,,144p,144p
619,Digital,Resolution,,240p,240p
620,Digital,Resolution,,480p,480p
621,Digital,Resolution,,720p,720p
622,Digital,Resolution,,1080p,1080p
623,Digital,Aspect Ratios and Letterboxing,,Fullscreen,全屏
624,Digital,Aspect Ratios and Letterboxing,,Widescreen,宽屏
625,Digital,Aspect Ratios and Letterboxing,,Anamorphic Widescreen,拟态宽屏
626,Digital,Aspect Ratios and Letterboxing,,Pillarbox,柱子箱
627,Digital,Aspect Ratios and Letterboxing,,Letterboxing,信箱
628,Digital,Aspect Ratios and Letterboxing,,Windowbox,窗框
629,Digital,Digital Styles,,Virtualcore,虛擬核心
630,Digital,Digital Styles,,Cyberspace,网络空间
631,Digital,Digital Styles,,Cyberdelic,讯飞公司
632,Digital,Digital Styles,,Cyberprep,网络预案
633,Digital,Digital Styles,,Cybernoir,网络之声
634,Digital,Digital Styles,,Hexatron,Hexatron
635,Digital,Digital Styles,,Trillwave,Trillwave
636,Digital,Digital Styles,,Analogpunk,模拟朋克
637,Digital,Digital Styles,,Digitalpunk,数字朋克
638,Digital,Digital Styles,,Cyber Minimalism,网络极简主义
639,Digital,Digital Styles,,Frutiger Aero,弗鲁特格航空
640,Digital,Digital Styles,,Abstract Tech,摘要技术
641,Digital,Digital Styles,,Emulated,仿真的
642,Digital,Digital Styles,,Pixelscape,像素景观
643,Digital,Digital Styles,,Memecore,梦洁
644,Digital,Digital Styles,,Old Memecore,老梅梅克尔
645,Digital,Digital Styles,,Old Web,旧网
646,Digital,Digital Styles,,Algorithmic,算法
647,Digital,VFX and Video Companies,,Disney,迪斯尼
648,Digital,VFX and Video Companies,,Pixar,皮克斯
649,Digital,VFX and Video Companies,,Dreamworks,梦工厂
650,Digital,VFX and Video Companies,,IMAX,IMAX
651,Digital,VFX and Video Companies,,Imageworks,想象框架
652,Digital,VFX and Video Companies,,Framestore,框架店
653,Digital,VFX and Video Companies,,Pixomondo,Pixomondo
654,Digital,VFX and Video Companies,,Luma Pictures,卢马图片
655,Digital,VFX and Video Companies,,Criterion Collection,标准集
656,Digital,Art Programs and Applications,,Microsoft Paint,微软绘画
657,Digital,Art Programs and Applications,,Drawn in Kid Pix,绘制在Kid Pix中
658,Digital,Art Programs and Applications,,Adobe Lightroom,Adobe Lightroom
659,Digital,Art Programs and Applications,,Drawn in Illustrator,用Illustrator画的
660,Digital,Art Programs and Applications,,Adobe Premier,Adobe Premier
661,Digital,Art Programs and Applications,,After Effects,后期效果
662,Digital,Art Programs and Applications,,Adobe Flash,Adobe Flash
663,Digital,Art Programs and Applications,,Shockwave Flashplayer,冲击波Flash播放器
664,Digital,Art Programs and Applications,,NET,网络
665,Digital,Art Programs and Applications,,Drawn in GIMP,用GIMP画的
666,Digital,Art Programs and Applications,,X5,X5
667,Digital,Art Programs and Applications,,Drawn in Aseprite,在Aseprite画的
668,Digital,Art Programs and Applications,,Drawn in Pyxel Edit,在Pyxel编辑中绘制
669,Digital,Image Formats and Types,,Vector Graphics,矢量图
670,Digital,Image Formats and Types,,Bitmap,位图
671,Digital,Image Formats and Types,,Jpeg,Jpeg
672,Digital,Image Formats and Types,,Icon,图标
673,Digital,Image Formats and Types,,Animated GIF,动画GIF
674,Digital,Image Formats and Types,,3D Model,三维模型
675,Digital,Image Formats and Types,,3D Render,三维渲染
676,Digital,Image Formats and Types,,Precision Rendering,精确渲染
677,Digital,Image Formats and Types,,Wiremap,线图
678,Digital,Image Formats and Types,,Rendered Graphics,渲染的图形
679,Digital,Image Formats and Types,,Physically Based Rendering,基于物理的渲染
680,Digital,Image Formats and Types,,Holographic,全息的
681,Digital,Image Formats and Types,,Holography,全息技术
682,Digital,Image Formats and Types,,Pixel Art,像素艺术
683,Digital,Image Formats and Types,,Voxel Art,沃克斯尔艺术
684,Digital,Image Formats and Types,,Perfect,完美
685,Digital,Image Formats and Types,,ASCII,ASCII
686,Digital,Image Formats and Types,,Tilemap,瓷砖图
687,Digital,Image Formats and Types,,NFT,NFT
688,Digital,Image Formats and Types,,Clip Art,剪贴画
689,Digital,Image Formats and Types,,Photomontage,照片蒙太奇
690,Digital,Image Formats and Types,,Stock Photo,库存照片
691,Digital,Image Formats and Types,,Wallpaper,墙纸
692,Digital,Image Formats and Types,,Procedural Texture,程序性纹理
693,Digital,Image Formats and Types,,Algorithmic Art,算术艺术
694,Digital,Image Formats and Types,,Character Design,角色设计
695,Digital,Dithering,,Dithering,抖动
696,Digital,Dithering,,Steinberg Dithering,斯坦伯格的抖动
697,Digital,Dithering,,Burkes Dithering,布尔克斯抖动
698,Digital,Dithering,,Stucki Dithering,抖动的Stucki
699,Digital,Dithering,,Atkinson Dithering,阿特金森抖动
700,Digital,Dithering,,Ninke Dithering,尼科颤动
701,Digital,Dithering,,Sierra Dithering,塞拉颤动
702,Digital,Dithering,,Diffusion Dithering,扩散抖动
703,Digital,Websites,,Website,网站
704,Digital,Websites,,Webbrutalism,网络暴力主义
705,Digital,Websites,,Geocities,地域网
706,Digital,Websites,,Artstation,Artstation
707,Digital,Websites,,Trending on Artstation,Artstation上的趋势
708,Digital,Websites,,Polycount,多样性计数
709,Digital,Websites,,DeviantArt,DeviantArt
710,Digital,Websites,,Flickr,Flickr
711,Digital,Websites,,Social Media,社会媒体
712,Digital,Websites,,Art on Instagram,Instagram上的艺术
713,Digital,Websites,,CGSociety,CGSociety
714,Digital,Websites,,Pixiv,凤凰网
715,Digital,Websites,,Google Maps,谷歌地图
716,Digital,Glitchy,,Glitchcore,裂缝核心
717,Digital,Glitchy,,Matrix,矩阵
718,Digital,Glitchy,,Glitchy,斑驳的
719,Digital,Glitchy,,Glitching,突发事件
720,Digital,Glitchy,,Data Moshing,数据记忆法
721,Digital,Glitchy,,Datamoshing,数据采集
722,Digital,Glitchy,,Databending,数据转换
723,Digital,Glitchy,,Data Manipulation,数据操纵
724,Digital,Glitchy,,Fuzzing,摸索
725,Digital,AI and Neural Networks,,AI Generated,AI产生的
726,Digital,AI and Neural Networks,,Neural Art,神经艺术
727,Digital,AI and Neural Networks,,Neural Style Transfer,神经系统风格转移
728,Digital,AI and Neural Networks,,Deep Dream,深度梦想
729,Digital,AI and Neural Networks,,Generated by Midjourney,由Midjourney生成
730,Digital,AI and Neural Networks,,e2,e2
731,Digital,AI and Neural Networks,,Convolutional Features,卷积特征
732,Digital,AI and Neural Networks,,Image Segmentation,图像分割
733,Digital,Game System Graphics,,Atari Graphics,雅达利图形
734,Digital,Game System Graphics,,Atari 2600,雅达利2600
735,Digital,Game System Graphics,,Atari 2600 Palette,雅达利2600调色板
736,Digital,Game System Graphics,,Atari ST,雅达利ST
737,Digital,Game System Graphics,,Atari ST Palette,雅达利ST调色板
738,Digital,Game System Graphics,,PS1 Graphics,PS1图形
739,Digital,Game System Graphics,,PS2 Graphics,PS2图形
740,Digital,Game System Graphics,,PS3 Graphics,PS3图形
741,Digital,Game System Graphics,,PS4 Graphics,PS4图形
742,Digital,Game System Graphics,,PS5 Graphics,PS5图形
743,Digital,Game System Graphics,,PSP Graphics,PSP图形
744,Digital,Game System Graphics,,PS Vita Graphics,PS Vita图形
745,Digital,Game System Graphics,,Xbox Graphics,Xbox图形
746,Digital,Game System Graphics,,Xbox 360 Graphics,Xbox 360图形
747,Digital,Game System Graphics,,Xbox One Graphics,Xbox One图形
748,Digital,Game System Graphics,,Xbox One X Graphics,Xbox One X 图形
749,Digital,Game System Graphics,,NES,NES
750,Digital,Game System Graphics,,NES Palette,NES调色板
751,Digital,Game System Graphics,,SNES,SNES
752,Digital,Game System Graphics,,SNES Palette,SNES系列
753,Digital,Game System Graphics,,Nintendo 64 Graphics,任天堂64图形
754,Digital,Game System Graphics,,Wii Graphics,Wii图形
755,Digital,Game System Graphics,,Wii U Graphics,Wii U的图形
756,Digital,Game System Graphics,,Nintendo Switch Graphics,任天堂开关图形
757,Digital,Game System Graphics,,Game Boy,游戏男孩
758,Digital,Game System Graphics,,Game Boy Color,游戏男孩彩色版
759,Digital,Game System Graphics,,Game Boy Advance,游戏男孩前进
760,Digital,Game System Graphics,,Game Boy Advance Palette,游戏男孩高级调色板
761,Digital,Game System Graphics,,Nintendo DS Graphics,任天堂DS图形
762,Digital,Game System Graphics,,Nintendo 3DS Graphics,任天堂3DS图形
763,Digital,Video Game Styles,,Video Game,视频游戏
764,Digital,Video Game Styles,,Flash Game,Flash游戏
765,Digital,Video Game Styles,,HD Mod,高清模式
766,Digital,Video Game Styles,,Gamercore,游戏机核心
767,Digital,Video Game Styles,,Nintencore,努尔丁核心
768,Digital,Video Game Styles,,Tetris,俄罗斯方块
769,Digital,Video Game Styles,,Pacman,吃豆人
770,Digital,Video Game Styles,,Minecraft,闽南语
771,Digital,Video Game Styles,,Terraria,泰拉瑞亚
772,Digital,Video Game Styles,,Roblox,抢滩登陆
773,Digital,Video Game Styles,,No Mans Sky,无人的天空
774,Digital,Video Game Styles,,Fallout,陨落
775,Digital,Video Game Styles,,Skyrim,天空之城
776,Digital,Video Game Styles,,Polybius,波利比乌斯
777,Digital,Video Game Styles,,Emulator,仿真器
778,Digital,Computer System Graphics,,PC Graphics,个人计算机图形
779,Digital,Computer System Graphics,,Commodore 64,商品房64
780,Digital,Computer System Graphics,,Commodore 64 Palette,商品房64调色板
781,Digital,Computer System Graphics,,Commodore 128,Commodore 128
782,Digital,Computer System Graphics,,Commodore 128 Palette,Commodore 128调色板
783,Digital,Computer System Graphics,,20,20
784,Digital,Computer System Graphics,,20 Palette,20 托盘
785,Digital,Computer System Graphics,,Amiga OCS Graphics,Amiga OCS图形
786,Digital,Computer System Graphics,,Teletext,大利文
787,Digital,Computer System Graphics,,Teletext Palette,电文调色板
788,Digital,Computer System Graphics,,Apple II,苹果II
789,Digital,Computer System Graphics,,Apple II Palette,苹果II调色板
790,Digital,Computer System Graphics,,Apple IIGS,苹果 IIGS
791,Digital,Computer System Graphics,,IIGS Graphics,IIGS图形
792,Digital,Computer System Graphics,,Apple IIGS Palette,苹果IIGS系列
793,Digital,Computer System Graphics,,ZX Spectrum,ZX Spectrum
794,Digital,Computer System Graphics,,ZX Spectrum Palette,ZX Spectrum调色板
795,Digital,Computer System Graphics,,Mattel Aquarius,美泰水瓶座
796,Digital,Computer System Graphics,,Mattel Aquarius Palette,美泰宝瓶座调色板
797,Digital,Operating Systems,,95,95
798,Digital,Operating Systems,,XP,XP
799,Digital,Operating Systems,,10,10
800,Digital,Operating Systems,,11,11
801,Digital,Operating Systems,,MacOS,MacOS
802,Digital,Operating Systems,,Ubuntu,乌班图
803,Digital,Other,,90s Computer Graphics,90年代的计算机图形学
804,Digital,Other,,1990s Computer Graphics,1990年代的计算机图形学
805,Digital,Other,,Cellular Automata,细胞自动机
806,Digital,Other,,s Game of Life,的生命游戏
807,Digital,Other,,Macroblock,巨型块
808,Digital,Other,,Photoillustration,图片说明
809,Digital,Other,,Capcha,帽查
810,Digital,Other,,Recapcha,录音带
811,Dimensionality,0D-5D,,2D,2D
812,Dimensionality,0D-5D,,3D,3D
813,Dimensionality,0D-5D,,4D,4D
814,Dimensionality,"Overdimensional, Multiverse, etc.",,Underdimensional,低维度
815,Dimensionality,"Overdimensional, Multiverse, etc.",,Subdimensional,次维度
816,Dimensionality,"Overdimensional, Multiverse, etc.",,Everdimensional,常维
817,Dimensionality,"Overdimensional, Multiverse, etc.",,Multiverse,多重宇宙
818,Drawing_and_Art_Mediums,Illustration and Drawing,Drawing Types,Sketch,素描
819,Drawing_and_Art_Mediums,Illustration and Drawing,Drawing Types,Drawing,绘图
820,Drawing_and_Art_Mediums,Illustration and Drawing,Drawing Types,Drawn,绘制
821,Drawing_and_Art_Mediums,Illustration and Drawing,Drawing Types,Written,书面
822,Drawing_and_Art_Mediums,Illustration and Drawing,Drawing Types,s Drawing,s 绘图
823,Drawing_and_Art_Mediums,Illustration and Drawing,Drawing Types,Masterpiece,杰作
824,Drawing_and_Art_Mediums,Illustration and Drawing,Drawing Types,Dot Art,点艺术
825,Drawing_and_Art_Mediums,Illustration and Drawing,Drawing Types,Pointillism,点彩主义
826,Drawing_and_Art_Mediums,Illustration and Drawing,Drawing Types,Stipple,波纹
827,Drawing_and_Art_Mediums,Illustration and Drawing,Drawing Types,Line Art,线条艺术
828,Drawing_and_Art_Mediums,Illustration and Drawing,Drawing Types,Crosshatch,交叉阴影
829,Drawing_and_Art_Mediums,Illustration and Drawing,Drawing Types,Figure Drawing,图形绘制
830,Drawing_and_Art_Mediums,Illustration and Drawing,Drawing Types,Caricature,漫画
831,Drawing_and_Art_Mediums,Illustration and Drawing,Drawing Types,Illustration,插图
832,Drawing_and_Art_Mediums,Illustration and Drawing,Drawing Types,Storybook Illustration,故事书插图
833,Drawing_and_Art_Mediums,Illustration and Drawing,Drawing Types,Whimsical Illustration,异想天开的插图
834,Drawing_and_Art_Mediums,Illustration and Drawing,Drawing Types,Assembly Drawing,装配图
835,Drawing_and_Art_Mediums,Illustration and Drawing,Drawing Types,Anatomical Drawing,解剖学绘图
836,Drawing_and_Art_Mediums,Illustration and Drawing,Drawing Types,Illuminated Manuscript,照明手稿
837,Drawing_and_Art_Mediums,Illustration and Drawing,Drawing Types,Visual Novel,视觉小说
838,Drawing_and_Art_Mediums,Illustration and Drawing,Drawing Types,Graphic Novel,图形小说
839,Drawing_and_Art_Mediums,Illustration and Drawing,Drawing Types,Cartographic,地图学
840,Drawing_and_Art_Mediums,Illustration and Drawing,Pencil and Graphite,Pencil Art,铅笔艺术
841,Drawing_and_Art_Mediums,Illustration and Drawing,Pencil and Graphite,Graphite,石墨
842,Drawing_and_Art_Mediums,Illustration and Drawing,Pencil and Graphite,Charcoal Art,木炭艺术
843,Drawing_and_Art_Mediums,Illustration and Drawing,Pencil and Graphite,Colored Pencil,彩色铅笔
844,Drawing_and_Art_Mediums,Illustration and Drawing,Pencil and Graphite,Grease Pencil,油脂铅笔
845,Drawing_and_Art_Mediums,Illustration and Drawing,Ink,Ink,墨水
846,Drawing_and_Art_Mediums,Illustration and Drawing,Ink,Calligraphy,书法
847,Drawing_and_Art_Mediums,Illustration and Drawing,Ink,Ballpoint Pen,圆珠笔
848,Drawing_and_Art_Mediums,Illustration and Drawing,Ink,Fountain Pen,钢笔
849,Drawing_and_Art_Mediums,Illustration and Drawing,Ink,Fountain Pen Art,钢笔艺术
850,Drawing_and_Art_Mediums,Illustration and Drawing,Ink,Gel Pen,凝胶笔
851,Drawing_and_Art_Mediums,Illustration and Drawing,Ink,Conductive Ink,导电油墨
852,Drawing_and_Art_Mediums,Illustration and Drawing,Ink,Flexographic Ink,柔版印刷油墨
853,Drawing_and_Art_Mediums,Illustration and Drawing,Ink,India Ink,印度墨水
854,Drawing_and_Art_Mediums,Illustration and Drawing,Ink,Iron Gall Ink,铁胆墨汁
855,Drawing_and_Art_Mediums,Illustration and Drawing,Ink,Grease Pen,油脂笔
856,Drawing_and_Art_Mediums,Illustration and Drawing,Ink,Marker Art,标记类型
857,Drawing_and_Art_Mediums,Illustration and Drawing,Ink,Whiteboard,白板
858,Drawing_and_Art_Mediums,Illustration and Drawing,"Crayon, Chalk, and Pastel",Crayon,铅笔
859,Drawing_and_Art_Mediums,Illustration and Drawing,"Crayon, Chalk, and Pastel",Chalk,粉笔
860,Drawing_and_Art_Mediums,Illustration and Drawing,"Crayon, Chalk, and Pastel",Pastel Art,粉彩艺术
861,Drawing_and_Art_Mediums,Illustration and Drawing,"Crayon, Chalk, and Pastel",Conte,康特
862,Drawing_and_Art_Mediums,Paint,Painting Types,Canvas,帆布
863,Drawing_and_Art_Mediums,Paint,Painting Types,Hard Edge Painting,硬边绘画
864,Drawing_and_Art_Mediums,Paint,Painting Types,Detailed Painting,详细绘画
865,Drawing_and_Art_Mediums,Paint,Painting Types,Speedpainting,快速涂抹
866,Drawing_and_Art_Mediums,Paint,Painting Types,Faux Painting,仿真画
867,Drawing_and_Art_Mediums,Paint,Painting Types,Color Field Painting,色域绘画
868,Drawing_and_Art_Mediums,Paint,Painting Types,Scroll Painting,卷轴画
869,Drawing_and_Art_Mediums,Paint,Painting Types,Fine Art,精美的艺术
870,Drawing_and_Art_Mediums,Paint,Painting Types,Modern Art,现代艺术
871,Drawing_and_Art_Mediums,Paint,Painting Types,Brushwork,笔法
872,Drawing_and_Art_Mediums,Paint,Painting Types,Paintwork,油漆工程
873,Drawing_and_Art_Mediums,Paint,Painting Types,Matte Painting,哑光绘画
874,Drawing_and_Art_Mediums,Paint,Painting Types,Encaustic Painting,搪瓷画
875,Drawing_and_Art_Mediums,Paint,Painting Types,Gond Painting,贡德绘画
876,Drawing_and_Art_Mediums,Paint,Painting Types,Chinese Painting,中国画
877,Drawing_and_Art_Mediums,Paint,Painting Types,Ancient Roman Painting,古罗马绘画
878,Drawing_and_Art_Mediums,Paint,Painting Types,Romanesque Painting,罗马式绘画
879,Drawing_and_Art_Mediums,Paint,Painting Types,Tibetan Painting,藏族绘画
880,Drawing_and_Art_Mediums,Paint,Painting Types,Warli Painting,瓦尔里绘画
881,Drawing_and_Art_Mediums,Paint,Painting Types,Fayum Portrait,法尤姆画像
882,Drawing_and_Art_Mediums,Paint,Painting Types,Dipping,浸渍
883,Drawing_and_Art_Mediums,Paint,Painting Types,Hydrodipped,水泥涂抹
884,Drawing_and_Art_Mediums,Paint,Painting Types,Artwork,艺术作品
885,Drawing_and_Art_Mediums,Paint,Painting Types,Street Art,街头艺术
886,Drawing_and_Art_Mediums,Paint,Painting Types,Cave Art,洞穴艺术
887,Drawing_and_Art_Mediums,Paint,Painting Types,Rock Art,岩石艺术
888,Drawing_and_Art_Mediums,Paint,Painting Types,Sandpainting,沙画
889,Drawing_and_Art_Mediums,Paint,Painting Types,Easter Egg,复活节彩蛋
890,Drawing_and_Art_Mediums,Paint,Painting Types,Egg Decorating,鸡蛋装饰
891,Drawing_and_Art_Mediums,Paint,Paint Types,Paint,涂料
892,Drawing_and_Art_Mediums,Paint,Paint Types,Oil Paint,油画
893,Drawing_and_Art_Mediums,Paint,Paint Types,Tempera Paint,钢笔画
894,Drawing_and_Art_Mediums,Paint,Paint Types,Acrylic Paint,丙烯颜料
895,Drawing_and_Art_Mediums,Paint,Paint Types,Gouache Paint,水粉画颜料
896,Drawing_and_Art_Mediums,Paint,Paint Types,Watercolor,水彩画
897,Drawing_and_Art_Mediums,Paint,Paint Types,Wet Paint,湿漆
898,Drawing_and_Art_Mediums,Paint,Paint Types,Dripping Paint,滴滴答答的油漆
899,Drawing_and_Art_Mediums,Paint,Paint Types,Splatter Paint,飞溅的油漆
900,Drawing_and_Art_Mediums,Paint,Paint Types,Stencil Graffiti,涂鸦模版
901,Drawing_and_Art_Mediums,Paint,Paint Types,Graffiti Tag,涂鸦标签
902,Drawing_and_Art_Mediums,Paint,Paint Types,1980s Airbrush Art,1980年代的喷漆艺术
903,Drawing_and_Art_Mediums,Paint,Paint Types,Puffy Paint,蓬松的油漆
904,Drawing_and_Art_Mediums,Paint,Paint Types,Spray,喷雾
905,Drawing_and_Art_Mediums,Paint,Paint Types,Glass Paint,玻璃漆
906,Drawing_and_Art_Mediums,Paint,Paint Types,Blacklight Paint,黑光漆
907,Drawing_and_Art_Mediums,Paint,Paint Types,Casein Paint,酪蛋白涂料
908,Drawing_and_Art_Mediums,Paint,Paint Types,Coffee Paint,咖啡漆
909,Drawing_and_Art_Mediums,Text,,Text,文本
910,Drawing_and_Art_Mediums,Text,,Typeface,样式
911,Drawing_and_Art_Mediums,Text,,Font,字体
912,Drawing_and_Art_Mediums,Text,,Letters,信件
913,Drawing_and_Art_Mediums,Text,,Written Letters,书信
914,Drawing_and_Art_Mediums,Text,,Written Words,书面文字
